STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       2139;19940221;    9;   1.5;   4;   3;   3;eor
       2139;19940222;    9;   1.2;   4;   4;   2;eor
       2139;19940223;    9;   6.2;   4;   0;   0;eor
       2139;19940224;    9;   2.4;   4;   0;   0;eor
       2139;19940225;    9;   0.1;   4;   0;   0;eor
       2139;19940226;    9;   0.0;   0;   0;   0;eor
       2139;19940227;    9;   1.6;   4;   0;   0;eor
       2139;19940228;    9;  10.1;   4;   0;   0;eor
       2139;19940301;    9;   2.8;   4;   0;   0;eor
       2139;19940302;    9;   7.2;   4;   0;   0;eor
       2139;19940303;    9;   4.9;   4;   0;   0;eor
       2139;19940304;    9;   0.0;   0;   0;   0;eor
       2139;19940305;    9;   2.0;   4;   0;   0;eor
       2139;19940306;    9;   0.1;   4;   0;   0;eor
       2139;19940307;    9;   2.8;   4;   0;   0;eor
       2139;19940308;    9;   4.0;   4;   0;   0;eor
       2139;19940309;    9;   0.3;   4;   0;   0;eor
       2139;19940310;    9;   0.0;   4;   0;   0;eor
       2139;19940311;    9;   3.5;   4;   0;   0;eor
       2139;19940312;    9;   5.8;   4;   0;   0;eor
       2139;19940313;    9;   6.1;   4;   0;   0;eor
       2139;19940314;    9;   0.0;   0;   0;   0;eor
       2139;19940315;    9;   3.6;   4;   0;   0;eor
       2139;19940316;    9;   1.2;   4;   0;   0;eor
       2139;19940317;    9;   0.0;   4;   0;   0;eor
       2139;19940318;    9;  11.5;   4;   0;   0;eor
       2139;19940319;    9;  17.0;   4;   0;   0;eor
       2139;19940320;    9;   0.2;   4;   0;   0;eor
       2139;19940321;    9;   2.4;   4;   0;   0;eor
       2139;19940322;    9;   6.5;   4;   0;   0;eor
       2139;19940323;    9;   0.1;   4;   0;   0;eor
       2139;19940324;    9;   1.2;   4;   0;   0;eor
       2139;19940325;    9;   3.2;   4;   0;   0;eor
       2139;19940326;    9;   0.0;   4;   0;   0;eor
       2139;19940327;    9;   0.0;   0;   0;   0;eor
       2139;19940328;    9;   1.0;   4;   0;   0;eor
       2139;19940329;    9;   0.5;   4;   0;   0;eor
       2139;19940330;    9;   0.0;   4;   0;   0;eor
       2139;19940331;    9;   4.4;   4;   0;   0;eor
       2139;19940401;    9;   6.9;   4;   0;   0;eor
       2139;19940402;    9;   7.0;   4;   0;   0;eor
       2139;19940403;    9;   1.3;   4;   0;   0;eor
       2139;19940404;    9;  16.0;   4;   2;   2;eor
       2139;19940405;    9;   3.3;   4;   0;   0;eor
       2139;19940406;    9;   1.3;   4;   0;   0;eor
       2139;19940407;    9;   3.0;   4;   0;   0;eor
       2139;19940408;    9;   4.9;   4;   0;   0;eor
       2139;19940409;    9;   4.4;   4;   2;   2;eor
       2139;19940410;    9;   5.2;   4;   0;   0;eor
       2139;19940411;    9;  11.3;   4;   0;   0;eor
       2139;19940412;    9;  38.5;   4;   0;   0;eor
       2139;19940413;    9;  30.0;   4;   0;   0;eor
       2139;19940414;    9;   0.1;   4;   0;   0;eor
       2139;19940415;    9;   0.0;   0;   0;   0;eor
       2139;19940416;    9;   0.0;   4;   0;   0;eor
       2139;19940417;    9;   0.0;   4;   0;   0;eor
       2139;19940418;    9;   0.0;   0;   0;   0;eor
       2139;19940419;    9;   0.0;   0;   0;   0;eor
       2139;19940420;    9;   0.0;   0;   0;   0;eor
       2139;19940421;    9;   0.0;   0;   0;   0;eor
       2139;19940422;    9;   0.0;   4;   0;   0;eor
       2139;19940423;    9;   0.0;   0;   0;   0;eor
       2139;19940424;    9;   1.8;   4;   0;   0;eor
       2139;19940425;    9;   0.9;   4;   0;   0;eor
       2139;19940426;    9;   0.0;   0;   0;   0;eor
       2139;19940427;    9;   0.7;   4;   0;   0;eor
       2139;19940428;    9;   0.0;   0;   0;   0;eor
       2139;19940429;    9;   0.0;   0;   0;   0;eor
       2139;19940430;    9;   0.0;   0;   0;   0;eor
       2139;19940501;    9;   0.0;   0;   0;   0;eor
       2139;19940502;    9;   0.0;   0;   0;   0;eor
       2139;19940503;    9;   0.0;   0;   0;   0;eor
       2139;19940504;    9;  15.6;   4;   0;   0;eor
       2139;19940505;    9;   3.6;   4;   0;   0;eor
       2139;19940506;    9;   0.1;   4;   0;   0;eor
       2139;19940507;    9;   0.0;   0;   0;   0;eor
       2139;19940508;    9;  10.4;   4;   0;   0;eor
       2139;19940509;    9;   0.7;   4;   0;   0;eor
       2139;19940510;    9;   0.0;   0;   0;   0;eor
       2139;19940511;    9;   0.0;   0;   0;   0;eor
       2139;19940512;    9;   0.0;   4;   0;   0;eor
       2139;19940513;    9;   0.0;   4;   0;   0;eor
